år,navn,platform,Platform/OS version,udvikler,udgiver,Spilllets url,Udviklers URL,omtale URL,Anmeldelse URL,Screenshot,Video,Metascore,Genre,Noter,Cover,i beholdning,unikke titler,Fysisk medie,Online,Mobil(portal),Konsolportal + steam,Sorteringsår,Har på lokal maskine (server),I Netarkivet,Netarkivet URL - til spil eller landing page,Netarkivering - noter,Har Rex-post,Itunes Info,Games Preingest - Placering (OBS: inkomplet registrering),Alternative titler,Kolonne1,Kolonne2,Kolonne3,Kolonne4,Kolonne5,Kolonne6,Kolonne7,Kolonne8,Kolonne9,Kolonne10,Kolonne11,Kolonne12,Kolonne13,Kolonne14,Kolonne15,Kolonne16,Kolonne17,Kolonne18,Kolonne19,Kolonne20,Kolonne21,Kolonne22,Kolonne23,Kolonne24,Kolonne25,Kolonne26,Kolonne27,Kolonne28,Kolonne29,Kolonne30,Kolonne31,Kolonne32,Kolonne33,Kolonne34,Kolonne35,Kolonne36,Kolonne37,Kolonne38,Kolonne39,Kolonne40,Kolonne41,Kolonne42,Kolonne43,Kolonne44,Kolonne45,Kolonne46,Kolonne47,Kolonne48,Kolonne49,Kolonne50,Kolonne51,Kolonne52,Kolonne53,Kolonne54,Kolonne55,Kolonne56,Kolonne57,Kolonne58,Kolonne59,Kolonne60,Kolonne61,Kolonne62,Kolonne63,Kolonne64,Kolonne65,Kolonne66,Kolonne67,Kolonne68,Kolonne69,Kolonne70,Kolonne71,Kolonne72,Kolonne73,Kolonne74,Kolonne75,Kolonne76,Kolonne77,Kolonne78,Kolonne79,Kolonne80,Kolonne81,Kolonne82,Kolonne83,Kolonne84,Kolonne85,Kolonne86,Kolonne87,Kolonne88,Kolonne89,Kolonne90,Kolonne91,Kolonne92,Kolonne93,Kolonne94,Kolonne95,Kolonne96,Kolonne97,Kolonne98,Kolonne99,Kolonne100,Kolonne101,Kolonne102,Kolonne103,Kolonne104,Kolonne105,Kolonne106,Kolonne107,Kolonne108,Kolonne109,Kolonne110,Kolonne111,Kolonne112,Kolonne113,Kolonne114,Kolonne115,Kolonne116,Kolonne117,Kolonne118,Kolonne119,Kolonne120,Kolonne121,Kolonne122,Kolonne123,Kolonne124,Kolonne125,Kolonne126,Kolonne127,Kolonne128,Kolonne129,Kolonne130,Kolonne131,Kolonne132,Kolonne133,Kolonne134,Kolonne135,Kolonne136,Kolonne137,Kolonne138,Kolonne139,Kolonne140,Kolonne141,Kolonne142,Kolonne143,Kolonne144,Kolonne145,Kolonne146,Kolonne147,Kolonne148,Kolonne149,Kolonne150,Kolonne151,Kolonne152,Kolonne153,Kolonne154,Kolonne155,Kolonne156,Kolonne157,Kolonne158,Kolonne159,Kolonne160,Kolonne161,Kolonne162,Kolonne163,Kolonne164,Kolonne165,Kolonne166,Kolonne167,Kolonne168,Kolonne169,Kolonne170,Kolonne171,Kolonne172,Kolonne173,Kolonne174,Kolonne175,Kolonne176,Kolonne177,Kolonne178,Kolonne179,Kolonne180,Kolonne181,Kolonne182,Kolonne183,Kolonne184,Kolonne185,Kolonne186,Kolonne187,Kolonne188,Kolonne189,Kolonne190,Kolonne191,Kolonne192,Kolonne193,Kolonne194,Kolonne195,Kolonne196,Kolonne197,Kolonne198,Kolonne199,Kolonne200,Kolonne201,Kolonne202,Kolonne203,Kolonne204,Kolonne205,Kolonne206,Kolonne207,Kolonne208,Kolonne209,Kolonne210,Kolonne211,Kolonne212,Kolonne213,Kolonne214,Kolonne215,Kolonne216,Kolonne217,Kolonne218,Kolonne219,Kolonne220,Kolonne221,Kolonne222,Kolonne223,Kolonne224,Kolonne225
2012,Pinhead,Windows (Download),,"Alex Patrick Hauge, Jeppe Pihl, Kasper Færch Mikkelsen, Alina Constantin",Indietaw,http://indiejam.dk/wp-content/uploads/2012/08/pinhead_win.zip,http://indiejam.dk/pinhead/,,,http://indiejam.dk/wp-content/uploads/2012/08/screenshot1-300x224.png,,,,,,1,1,0,1,0,0,2012/08/12,0,1,http://indiejam.dk/wp-content/uploads/2012/08/pinhead_win.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Cigaros,Windows (Download),,Indiejam,Indietaw,https://dl.dropbox.com/u/36916/Cigaros.rar,http://indiejam.dk/cigaros/,,,http://indiejam.dk/wp-content/uploads/2012/08/screenshot.png,,,,,,1,0,0,1,0,0,2012/08/12,1,0,https://dl.dropbox.com/u/36916/Cigaros.rar,Findes på MIMER (ikke netarkiv-egnet URL),,,\Flere spil plus oversigt\Indie9000\Cigaros.rar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,A Whimsical,(card game),,Tim & Laura,Indietaw,http://indiejam.dk/a-whimsical-by-tim-laura/,http://indiejam.dk/a-whimsical-by-tim-laura/,,,http://indiejam.dk/wp-content/uploads/2012/08/s1-300x225.png,http://vimeo.com/47474982,,,,,0,1,1,0,0,0,2012/08/12,0,0,http://indiejam.dk/a-whimsical-by-tim-laura/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Champions Dough League,Android,,"Alexander Birke, Jesper Vandborg, Maximillian Müller, Pernille Sihm",Indietaw,http://indiejam.dk/champions-dough-league/,http://indiejam.dk/champions-dough-league/,,,http://indiejam.dk/wp-content/uploads/2012/08/%C3%98jebliksbillede-1-14-08-2012-00-02.png,http://www.youtube.com/watch?v=WCwpNny8ETI&feature=player_embedded,,,Ikke tilgængeligt på Google.Play 22/01/13,,0,1,0,0,1,0,2012/08/13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Psycholog,Web (Unity),,"Rolf Vidstid, Nicolai Brobak, Peter Meldgaard, Morten Sørensen",Indietaw,http://dapper-games.dk/PsykoLog/Psycholog.html,http://indiejam.dk/psycho-log/,http://politiken.dk/tjek/digitalt/spil/ECE1725256/fredagsspillet-spil-dig-frem-til-fortiden/,,http://indiejam.dk/wp-content/uploads/2012/08/Grampa.png,,,,,,1,1,0,1,0,0,2012/08/13,0,1,http://dapper-games.dk/PsykoLog/Psycholog.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Pinball DJ,iOS,,Unified Game ApS,Unified Game ApS,https://itunes.apple.com/dk/app/pinball-dj-soundattack/id545444026?l=en&mt=8&ls=1,pinballdj.dk,,,,https://www.youtube.com/channel/UCceZySDSSbymENbxh1bI44g,,,Version 1.1 - 17/10/12 - iPhone. unifiedgame.com,,1,1,0,0,1,0,2012/08/14,1,0,https://itunes.apple.com/dk/app/pinball-dj-soundattack/id545444026?l=en&mt=8&ls=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Woop,iOS,,Advice,Spejderne,http://itunes.apple.com/dk/app/woop-app/id547200073?l=da&mt=8,spejderne.dk,,,,,,,Version 1.0.1 - 02/10/12 - iPhone,,1,1,0,0,1,0,2012/08/21,1,0,http://itunes.apple.com/dk/app/woop-app/id547200073?l=da&mt=8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Cyklus,Android 2.2+,,Jeppe Zapp Brandt,eastasiasoft,https://play.google.com/store/apps/details?id=com.eastasiasoft.games.cyklus&rdid=com.eastasiasoft.games.cyklus,jeppezapp.com,,,,,,,1.20 hentet den 23/1/17,,1,1,0,0,1,0,2012/08/26,1,0,https://play.google.com/store/apps/details?id=com.eastasiasoft.games.cyklus&rdid=com.eastasiasoft.games.cyklus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Cyklus,iOS,,Jeppe Zapp Brandt,eastasiasoft,ved ikke - ikke på itunes,jeppezapp.com,,,,,,,ikke hentet - findes ikke i appstore 23/1/17,,0,0,0,0,1,0,2012/08/26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Skraldebingo,Web (Flash),,KathArt Interactive,Københavns Kommune,http://skraldebingo.kathart.dk/,kathart.dk,,,,,,,,,1,1,0,1,0,0,2012/09/01,0,1,http://skraldebingo.kathart.dk/flash/skraldespil.swf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Klein,Windows (Download),,"Holger Borum, Mads Duus Flygger, Emil Duus Flygger","Holger Borum, Mads Duus Flygger, Emil Duus Flygger",http://blaavogn.dk/klein.php,,,,,,,,student project at Vallekilde Højskole,,1,1,0,1,0,0,2012/09/01,0,1,http://blaavogn.dk/games/Klein.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Ugly Sketches,iOS 4.0+,,Reflx ApS,Reflx ApS,https://itunes.apple.com/dk/app/ugly-sketches/id524105779?mt=8,rflx.dk,,,,,,,1.2 hentet 13/3/15,,1,1,0,0,1,0,2012/09/20,1,0,https://itunes.apple.com/dk/app/ugly-sketches/id524105779?mt=8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Cute Animal Puzzle for toddlers,Android,,thasmobi (Tommy Hass),,https://www.amazon.com/Cute-Animal-Puzzle-for-toddlers/dp/B009AG57JY/,,,,,,,,,,,,,,,,2012/09/22,,0,https://www.amazon.com/Cute-Animal-Puzzle-for-toddlers/dp/B009AG57JY/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Table Duck,iOS (+ iPad-version) (+flash),,Peter Brunbech,Knowmore Games,https://itunes.apple.com/us/app/table-duck-for-iphone/id572409866?mt=8 OG https://itunes.apple.com/dk/app/table-duck/id550785646?mt=8,knowmoregames.org,,,,,,,Læringsspil om regning - hentet 17/4/13,,1,1,0,0,1,0,2012/09/25,1,0,https://itunes.apple.com/us/app/table-duck-for-iphone/id572409866?mt=8 OG https://itunes.apple.com/dk/app/table-duck/id550785646?mt=8,Vi har flash-versionen fra http://www.9april1940.dk/upl/pages/tabeland1/14minusstartscreen.swf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,mememe,Windows (Download),,Thomas Ryder,Thomas Ryder,http://sandbox.yoyogames.com/games/204859-mememe/send_download?code=0e98562ed5dda64d4b03b776ecb4f3b8c94a2a41,http://thomasryder.wordpress.com/2012/09/25/278/,,,,,,,Lavet til Ludum Dare MiniLD#37,,0,1,0,1,0,0,2012/09/25,0,0,http://sandbox.yoyogames.com/games/204859-mememe/send_download?code=0e98562ed5dda64d4b03b776ecb4f3b8c94a2a41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Tiny Racing,Android,,thasmobi (Tommy Hass),,https://www.amazon.com/thasmobi-Tiny-Racing/dp/B009AGV3XS/,,,,,,,,,,,,,,,,2012/09/25,,0,https://www.amazon.com/thasmobi-Tiny-Racing/dp/B009AGV3XS/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Animal sounds puzzle for kids HD,Android,,thasmobi (Tommy Hass),,https://www.amazon.com/Animal-sounds-puzzle-kids-HD/dp/B009AG55EQ/,,,,,,,,,,,,,,,,2012/09/25,,0,https://www.amazon.com/Animal-sounds-puzzle-kids-HD/dp/B009AG55EQ/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dannevirke ALPHA,Android 2.0.1+,,Red Ocean Games,Red Ocean Games,https://play.google.com/store/apps/details?id=com.code.dk,www.code.dk,,,,,,,Version 0.22 - 11/04/13,,1,1,0,0,1,0,2012/09/30,1,0,https://play.google.com/store/apps/details?id=com.code.dk&feature=more_from_developer#?t=W251bGwsMSwxLDEwMiwiY29tLmNvZGUuZGsiXQ..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Asteroids,Windows,,Daniel Svejstrup Christensen (Drakkashi),,http://www.drakkashi.com/portfolio/asteroids.php,http://www.drakkashi.com/,,,,,,,,,1,1,0,0,0,0,2012/10/01,,0,http://www.drakkashi.com/portfolio/asteroids.php,,,,\Flere spil plus oversigt\Daniel Svejstrup Christensen\Asteroids\Asteroids.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,An exhibition in communication between man and machine without text (With text),Windows (Download),,"Holger Borum, Malthe Frøkjær-Rubbås","Holger Borum, Malthe Frøkjær-Rubbås",http://blaavogn.dk/exhibition.php,,,,,,,,student project at Vallekilde Højskole,,1,1,0,1,0,0,2012/10/01,0,1,http://blaavogn.dk/games/Exhibition.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Hugo Troll Race HD,iOS,,Hugo Games ApS,Hugo Games A/S,https://itunes.apple.com/dk/app/hugo-troll-race-hd/id536553921?mt=8,hugogames.com,http://ekstrabladet.dk/kup/elektronik/spil/article1846958.ece,,,,,,Version 1.2.1 - 15/11/12 -iPad,,1,1,0,0,1,0,2012/10/06,1,0,https://itunes.apple.com/dk/app/hugo-troll-race-hd/id536553921?mt=8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Monster puzzle for toddlers,Android,,thasmobi (Tommy Hass),,https://www.amazon.com/thasmobi-Monster-puzzle-for-toddlers/dp/B009PO5YJE/,,,,,,,,,,,,,,,,2012/10/17,,0,https://www.amazon.com/thasmobi-Monster-puzzle-for-toddlers/dp/B009PO5YJE/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Marco Macaco,iOS,,Zaxis,Fabulab,https://itunes.apple.com/dk/app/marco-macaco/id550392797?mt=8,,,,,,,,kan ikke hente - inkompatibel med Nexus 7,,0,1,0,0,1,0,2012/10/19,1,0,https://itunes.apple.com/dk/app/marco-macaco/id550392797?mt=8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Farkle Deluxe,Windows 8,,Jakob Pedersen,Jakob Pedersen,http://apps.microsoft.com/webpdp/en-US/app/farkle-deluxe/df9c2a29-5280-46c1-b9bc-698bee285fdb,,,,,,,,,,0,1,0,0,1,0,2012/10/25,0,0,http://apps.microsoft.com/webpdp/en-US/app/farkle-deluxe/df9c2a29-5280-46c1-b9bc-698bee285fdb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,The Fall,Windows,,"Julian Stensgaard, Thomas Ryder, Bram Michielsen, Morten Mygind, Eske Nørholm",Exile Autumn Jam 2012,https://thomasryder.wordpress.com/2012/11/05/the-fall-exile-game-jam-game/,thomasryder.wordpress.com,,,,https://www.youtube.com/watch?v=mO6ru_B9gGo,,,,,0,1,0,0,0,0,2012/10/29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,Find Olena,Web (Flash),,Play and Grow,Play and Grow,http://www.findolena.com/,playandgrow.dk,,,,,,,,,1,1,0,1,0,0,2012/11/01,0,1,http://www.findolena.com/localbuild/FindOlena.air,Adobe AIR-pakke - kræver Adobe AIR for at afvikle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Rumble in the Bamboo Jungle,Windows (Download),,"Holger Borum, Asger Emil Aagaard Nielsen, William Wagner, Malthe Frøkjær-Rubbås","Holger Borum, Asger Emil Aagaard Nielsen, William Wagner, Malthe Frøkjær-Rubbås",http://blaavogn.dk/ninja.php,,,,,,,,Exile Game Jam 2012,,1,1,0,1,0,0,2012/11/01,0,1,http://blaavogn.dk/games/RumbleInTheBambooJungle.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Playing History: The Plague,Win/OSX (Download),,Serious Games Interactive,Serious Games Interactive,http://shop.seriousgames.net/produkt/playing-history/plague.html,seriousgames.net,,,,,,,,,2,0,0,1,0,0,2012/11/14,2,0,MIMER,,,,\Flere spil plus oversigt\Serious Games (1) (1)\Game Assets\Playing_History\Standalone_Game\PH - Pesten\ OG \Flere spil plus oversigt\Serious Games (1) (1)\Masters\Playing History\PH_The Plague,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Game of Senses,iOS 5.0+,,PhoApps,PhoApps,https://itunes.apple.com/app/phoapps/id543187875?mt=8,phoapps.com,,,,gameofsenses.com,,,1 hentet den 3/3/14,,1,1,0,0,1,0,2012/11/16,1,0,gameofsenses.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
